Frame,Happy,Engaged,Glasses,Left Eye,Right Eye,Looking Away,Mouth Move,Mouth Open,Yaw,Pitch,Roll
0,0,1,1,0,0,0,0,0,5,10,-10
1,0,1,1,0,0,0,0,0,0,10,-10
2,0,1,1,0,0,0,0,0,5,10,-5
3,0,1,1,0,0,0,0,0,5,15,-5
4,0,1,1,0,0,0,0,0,10,15,0
5,0,1,1,1,0,0,1,0,10,15,5
6,0,0,1,0,0,0,1,0,10,15,5
7,0,0,1,0,0,0,1,0,15,15,10
8,0,0,1,0,0,1,1,1,15,15,10
9,0,0,1,0,0,0,1,0,15,15,10
10,0,0,1,0,0,0,1,0,15,15,10
11,0,0,1,0,0,0,1,0,15,15,10
12,0,0,1,0,0,0,1,0,15,15,10
13,0,0,1,0,0,0,0,1,20,15,10
14,0,0,1,0,0,0,0,1,20,15,10
15,0,0,1,0,0,0,0,0,15,15,10
16,0,0,1,0,0,0,0,0,15,10,5
17,0,0,1,0,0,0,0,0,20,10,10
18,0,0,1,0,0,0,0,0,20,10,5
19,0,0,1,0,0,0,0,0,20,10,5
20,0,0,1,0,0,0,0,0,15,10,5
21,0,0,1,0,0,0,0,0,15,10,5
22,0,0,1,0,0,0,0,0,15,5,5
23,0,0,1,0,0,0,0,0,15,5,5
24,0,0,1,0,0,0,1,1,20,5,0
25,0,0,1,0,0,0,0,0,15,5,0
26,0,0,1,0,0,0,0,0,15,0,0
27,0,0,0,0,0,0,0,0,15,0,0
28,0,0,0,0,0,0,1,0,20,0,-5
29,0,0,0,0,0,0,0,0,20,0,0
30,0,0,0,0,0,0,0,0,20,0,0
31,0,0,1,0,0,0,0,0,20,0,-5
32,0,0,1,0,0,0,0,0,20,0,-5
33,0,0,0,0,0,0,0,0,20,0,-5
34,0,0,0,0,0,0,1,0,20,0,-5
35,0,0,0,0,0,0,0,0,20,0,-5
36,0,0,0,0,0,0,1,0,15,0,-5
37,0,0,0,0,0,0,1,0,20,0,-5
38,0,0,0,0,0,0,1,0,20,0,-10
39,0,0,0,0,0,0,1,0,20,0,-10
40,0,0,0,0,0,0,1,0,15,0,-5
41,0,0,0,0,0,0,1,0,20,-5,-10
42,0,0,0,0,0,0,1,0,15,-5,-10
43,0,0,0,0,0,0,1,0,15,-5,-10
44,0,0,0,0,0,0,1,0,20,-5,-10
45,0,0,0,0,0,0,1,0,15,-5,-10
46,0,0,0,0,0,0,0,0,15,-5,-10
47,0,0,0,0,0,0,1,0,15,-5,-10
48,0,0,0,0,0,0,1,0,15,-10,-10
49,0,0,0,0,0,0,0,0,15,-10,-10
50,0,0,0,0,0,0,0,0,15,-10,-10
51,0,0,0,0,0,0,0,0,15,-10,-10
52,0,0,0,0,0,0,1,0,15,-10,-10
53,0,0,0,0,0,0,0,0,15,-10,-10
54,0,0,0,0,0,0,1,0,15,-10,-10
55,0,1,0,0,0,0,1,0,10,-10,-10
56,0,0,1,0,0,0,1,0,10,-5,-10
57,0,0,1,0,0,0,1,0,10,-5,-10
58,0,0,1,0,0,0,1,0,10,-5,-10
59,0,1,0,0,0,0,0,0,10,-5,-10
60,0,0,0,0,0,0,0,0,15,-5,-5
61,0,1,0,0,0,0,0,0,10,-5,-10
62,0,0,0,0,0,0,0,0,15,-5,-10
63,0,1,0,0,0,0,0,0,10,-5,-10
64,0,1,0,0,0,0,0,0,10,-5,-10
65,0,1,0,0,0,0,0,0,10,-5,-10
66,0,1,0,0,0,0,0,0,10,-5,-10
67,0,1,0,0,0,0,0,0,10,-5,-10
68,0,1,0,0,0,0,1,0,10,-5,-10
69,0,1,0,0,0,0,1,0,10,-5,-10
70,0,0,0,0,0,1,1,0,10,-5,-10
71,0,1,0,0,0,0,1,0,10,-5,-5
72,0,1,1,0,0,0,1,0,10,-5,-10
73,0,0,1,0,0,0,1,0,20,-5,-10
74,0,1,1,0,0,1,1,0,10,-5,-10
75,0,0,0,0,0,1,1,0,15,-5,-5
76,0,1,0,0,0,1,1,0,10,-5,-10
77,0,1,0,0,0,1,1,0,10,-5,-10
78,0,0,0,0,0,0,0,0,10,-5,-10
79,1,1,0,0,0,1,1,0,10,-5,-5
80,0,0,0,0,0,0,1,0,15,-5,-10
81,0,0,0,0,0,0,0,0,10,-5,-10
82,1,0,0,0,0,1,1,0,10,-10,-10
83,0,1,0,0,0,1,1,0,10,-5,-5
84,0,0,0,0,0,1,1,0,15,-5,-10
85,0,0,0,0,0,0,0,0,15,-5,-10
86,0,1,0,0,0,1,1,0,10,-5,-10
87,0,1,0,0,0,1,1,0,10,-5,-5
88,1,1,0,0,0,1,1,0,10,-5,-10
89,0,0,0,0,0,0,1,0,15,-5,-5
90,0,0,0,0,0,0,0,0,10,-5,-5
91,0,1,0,0,0,0,1,0,10,-5,-10
92,0,1,0,0,0,0,1,0,10,-10,-10
93,0,0,0,0,0,0,1,0,15,-10,-5
94,0,0,0,0,0,0,1,0,15,-10,-10
95,0,1,0,0,0,1,1,0,10,-5,-10
96,0,0,0,0,0,0,1,0,10,-5,-10
97,0,0,0,0,0,1,1,0,15,-5,-5
98,0,0,0,0,0,1,1,0,15,-5,-5
99,0,0,0,0,0,0,1,0,10,-10,-10
100,0,1,0,0,0,1,1,0,10,-5,-10
101,0,1,0,0,0,0,1,0,10,-10,-10
102,0,0,0,0,0,1,1,0,15,-10,-10
103,0,0,0,0,0,1,1,0,15,-5,-10
104,0,0,0,0,0,1,0,0,10,-5,-10
105,0,0,0,0,0,1,0,0,15,-10,-10
106,0,0,0,0,0,1,1,0,15,-5,-10
107,1,1,1,0,0,0,1,0,10,-10,-10
108,0,0,1,0,0,0,0,0,15,-5,-10
109,0,1,1,0,0,1,0,0,10,-5,-10
110,0,1,0,0,0,1,0,0,10,-5,-10
111,0,0,0,0,0,0,0,0,15,-5,-5
112,1,0,1,0,0,1,0,0,15,-5,-10
113,0,1,1,0,0,0,0,0,10,-5,-10
114,0,0,1,0,0,1,0,0,15,-5,-10
115,0,0,0,0,0,1,0,0,15,-5,-10
116,0,1,0,0,0,1,0,0,10,-5,-10
117,0,1,0,0,0,0,0,0,10,-5,-10
118,0,0,0,0,0,0,0,0,15,-5,-10
119,0,1,0,0,0,1,1,0,10,-5,-10
120,0,1,0,0,0,0,1,0,10,-5,-10
121,0,1,0,0,0,1,1,0,10,-5,-10
122,0,0,0,0,0,1,1,0,15,-5,-10
123,0,1,0,0,0,1,1,0,10,-5,-10
124,0,1,0,0,0,0,1,0,10,-5,-10
125,0,1,0,0,0,1,1,0,10,-5,-10
126,0,1,0,0,0,0,1,0,10,-5,-10
127,0,1,0,0,0,1,1,0,10,-5,-10
128,0,0,0,0,0,0,1,0,10,-5,-10
129,0,0,1,0,0,0,1,0,10,-5,-10
130,0,0,1,0,0,0,1,0,15,-5,-10
131,0,0,1,0,0,1,1,0,15,-5,-10
132,0,1,0,0,0,1,1,0,10,-5,-10
133,0,1,0,0,0,1,1,0,10,-5,-10
134,0,1,0,0,0,0,1,0,10,-5,-10
135,0,1,0,0,0,1,1,0,10,-5,-10
136,0,1,0,0,0,0,1,0,10,-5,-10
137,0,1,0,0,0,1,1,0,10,-5,-10
138,0,1,1,0,0,1,1,0,10,-5,-10
139,0,1,1,0,0,1,1,0,10,-5,-10
140,0,0,1,0,0,0,1,0,10,-5,-10
141,0,0,0,0,0,1,1,0,10,-5,-10
142,0,0,0,0,0,0,1,0,10,-5,-10
143,0,1,0,0,0,1,1,0,10,-5,-10
144,0,1,1,0,0,0,1,0,10,-5,-10
145,0,1,1,0,0,0,1,0,10,-5,-10
146,0,1,0,0,0,1,1,0,10,-5,-10
147,0,1,0,0,0,1,1,0,10,-5,-10
148,0,1,0,0,0,0,1,0,10,-5,-10
149,0,1,0,0,0,0,1,0,10,-5,-10
150,0,1,0,0,0,1,1,0,10,-5,-10
151,0,1,0,0,0,0,1,0,10,-5,-10
152,0,1,0,0,0,1,1,0,10,-5,-10
153,0,1,0,0,0,1,1,0,10,-5,-10
154,0,1,0,0,0,0,1,0,10,-5,-10
155,0,1,0,0,0,1,1,0,10,-5,-10
156,0,1,0,0,0,0,1,0,10,0,-10
157,0,0,0,0,0,1,1,0,10,0,-10
158,0,1,0,0,0,0,0,0,10,0,-10
159,0,1,0,0,0,0,0,0,10,0,-10
160,0,1,0,0,0,1,0,0,10,0,-10
161,0,0,0,0,0,0,0,0,10,0,-10
162,0,1,0,0,0,1,0,0,10,0,-10
163,0,1,0,0,0,1,0,0,10,0,-10
164,0,1,0,0,0,1,0,0,10,0,-10
165,0,0,0,0,0,1,0,0,10,0,-10
166,0,1,0,0,0,1,0,0,10,0,-10
167,0,1,0,0,0,1,0,0,10,0,-10
168,0,1,0,0,0,0,1,0,10,0,-10
169,0,1,0,0,0,0,1,0,10,0,-10
170,0,0,0,0,0,0,1,0,15,0,-10
171,0,0,0,0,0,0,1,0,10,0,-10
172,0,1,0,0,0,1,1,0,10,0,-10
173,0,0,0,0,0,1,0,0,10,0,-10
174,0,1,0,0,0,0,0,0,10,0,-10
175,0,1,0,0,0,0,0,0,10,0,-10
176,0,1,0,0,0,0,0,0,10,0,-10
177,0,0,0,0,0,1,1,0,15,0,-10
178,0,1,0,0,0,0,1,0,10,0,-10
179,0,1,0,0,0,0,0,0,10,0,-10
180,0,0,0,0,0,1,0,0,15,0,-10
181,0,0,0,0,0,1,0,0,10,0,-10
182,0,0,0,0,0,1,0,0,15,0,-10
183,0,0,0,0,0,1,0,0,15,0,-10
184,0,1,0,0,0,1,0,0,10,0,-10
185,0,1,0,0,0,0,0,0,10,0,-10
186,0,1,0,0,0,0,0,0,10,0,-10
187,0,1,0,0,0,0,1,0,10,0,-10
188,0,1,1,0,0,1,1,0,10,0,-10
189,0,1,1,0,0,1,1,0,10,0,-10
190,0,1,1,0,0,1,1,0,10,0,-10
191,0,0,0,0,0,1,1,0,15,0,-10
192,0,1,0,0,0,1,1,0,10,0,-10
193,0,1,0,0,0,1,0,0,10,0,-10
194,0,1,0,0,0,0,1,0,10,0,-10
195,0,1,0,0,0,0,1,0,10,0,-10
196,0,1,0,0,0,0,1,0,10,0,-10
197,0,1,0,0,0,0,0,0,10,0,-10
198,0,0,0,0,0,1,0,0,15,0,-10
199,0,1,0,0,0,0,0,0,10,0,-10
200,0,1,0,0,0,1,0,0,10,0,-10
201,0,1,0,0,0,1,0,0,10,0,-10
202,0,0,1,0,0,0,1,0,15,0,-10
203,0,0,1,0,0,0,1,0,15,0,-10
204,0,0,0,0,0,0,0,0,15,5,-10
205,0,0,0,0,0,0,1,0,15,0,-10
206,0,0,0,0,0,0,1,0,15,0,-10
207,0,0,0,0,0,0,1,0,15,0,-10
208,0,0,0,0,0,0,0,0,15,0,-10
209,0,0,0,0,0,1,0,0,15,0,-10
210,0,0,0,0,0,0,1,0,15,0,-10
211,0,0,0,0,0,0,1,0,15,0,-10
212,0,0,0,0,0,0,1,0,15,0,-10
213,0,0,0,0,0,1,1,0,15,0,-10
214,0,0,0,0,0,0,1,0,15,0,-10
215,0,0,1,0,0,0,1,0,15,0,-10
216,0,0,1,0,0,1,1,0,15,0,-10
217,0,0,1,0,0,0,1,0,20,0,-10
218,0,0,0,0,0,0,1,0,15,0,-10
219,0,0,0,0,0,0,1,0,15,0,-10
220,0,0,0,0,0,0,1,0,15,0,-10
221,0,0,0,0,0,0,1,0,15,0,-10
222,0,0,0,0,0,0,1,0,15,0,-10
223,0,0,0,0,0,0,1,0,15,0,-10
224,0,0,0,0,0,0,1,0,15,0,-10
225,0,0,0,1,0,0,0,0,15,0,-10
226,0,0,0,0,0,0,0,0,15,0,-10
227,0,0,0,0,0,1,0,0,15,0,-10
228,0,0,0,0,0,0,0,0,20,0,-10
229,0,0,0,0,0,0,0,0,15,0,-10
230,0,0,1,0,0,1,0,0,15,0,-10
231,0,0,1,0,0,0,1,0,15,0,-10
232,0,0,1,0,0,0,1,0,20,0,-10
233,0,0,0,0,0,0,1,0,15,0,-10
234,0,0,0,0,0,0,0,0,10,0,-10
235,0,0,0,0,0,1,0,0,15,0,-10
236,0,0,0,0,0,0,0,0,15,0,-10
237,0,0,0,0,0,1,0,0,15,0,-10
238,0,0,0,0,0,0,0,0,15,0,-10
239,0,0,0,0,0,0,0,0,15,0,-10
240,0,0,0,0,0,0,0,0,15,0,-10
241,0,0,0,0,0,0,0,0,15,0,-10
242,0,0,0,0,0,1,0,0,15,0,-10
243,0,0,0,0,0,0,0,0,15,0,-10
244,0,0,0,0,0,0,0,0,15,0,-10
245,0,0,0,0,0,1,0,0,15,0,-10
246,0,0,0,0,0,0,1,0,15,0,-10
247,0,0,0,0,0,0,1,0,15,-5,-10
248,0,0,0,0,0,0,0,0,15,0,-10
249,0,0,0,0,0,0,1,0,15,0,-10
250,0,0,0,0,0,0,1,0,15,-5,-10
251,0,0,0,0,0,0,1,0,15,0,-10
252,0,0,0,0,0,0,0,0,15,-5,-10
253,0,0,0,0,0,0,1,0,15,-5,-10
254,0,0,0,0,0,0,1,0,15,-5,-10
255,0,0,0,0,0,1,1,0,15,-5,-10
256,0,0,0,0,0,0,1,0,15,-5,-10
257,0,0,0,0,0,0,1,0,15,-5,-10
258,0,0,0,0,0,1,1,0,15,-5,-10
259,0,0,0,0,0,0,1,0,15,-5,-10
260,0,0,0,0,0,0,1,0,15,-10,-10
261,0,0,0,0,0,1,0,0,15,-10,-10
262,0,0,0,0,0,1,0,1,20,-10,-10
263,0,0,0,0,0,0,1,0,15,-10,-10
264,1,0,0,0,0,0,0,0,15,-10,-10
265,0,0,0,0,0,0,0,0,15,-15,-10
266,0,0,0,0,0,1,0,0,15,-15,-10
267,1,0,0,0,0,0,0,0,15,-15,-15
268,0,0,0,0,0,0,0,0,15,-15,-15
269,1,0,0,0,0,1,1,0,15,-15,-15
270,0,0,0,0,0,0,1,0,15,-15,-10
271,0,0,0,0,0,0,1,1,20,-15,-10
272,0,0,0,0,0,1,0,1,20,-20,-10
273,1,0,0,0,0,0,1,1,15,-20,-15
274,1,0,0,0,0,0,0,1,15,-20,-10
275,0,0,0,0,0,0,0,1,20,-20,-15
276,0,0,0,0,0,0,0,1,15,-20,-10
277,0,0,0,0,0,0,0,0,20,-20,-10
278,1,0,0,0,0,0,1,1,20,-20,-10
279,0,0,0,0,0,0,1,1,20,-20,-10
280,0,0,0,0,0,0,0,1,20,-20,-10
281,0,0,0,0,0,0,0,1,20,-20,-15
282,0,0,0,0,0,0,0,1,20,-20,-15
283,0,0,0,0,0,0,0,1,20,-20,-10
284,0,0,0,0,0,0,0,1,20,-20,-10
285,0,0,0,0,0,0,0,0,15,-20,-10
286,0,0,0,0,0,0,0,1,20,-20,-15
287,0,0,0,0,0,0,0,1,20,-20,-10
288,0,0,0,0,0,0,0,1,20,-20,-10
289,0,0,0,0,0,0,0,1,20,-20,-15
290,0,0,0,0,0,0,0,1,20,-20,-10
291,0,0,0,0,0,0,1,0,15,-20,-15
292,0,0,0,0,0,0,1,1,15,-20,-15
293,0,0,0,0,0,0,1,1,20,-20,-10
294,-1,0,-1,-1,-1,-1,-1,1,30,-20,-10
295,1,0,1,0,0,0,1,0,15,-20,-15
296,0,0,1,0,0,0,0,1,15,-20,-15
297,0,0,0,0,0,0,0,1,20,-20,-10
298,1,0,0,0,0,0,1,0,15,-20,-15
299,1,0,0,0,0,0,1,1,20,-20,-15
300,0,0,0,0,0,1,1,1,15,-20,-15
301,0,0,0,0,0,0,0,0,15,-20,-10
302,0,0,0,0,0,0,1,1,20,-20,-15
303,1,0,0,0,0,0,1,0,15,-20,-15
304,0,0,0,0,0,0,1,0,15,-20,-15
305,0,0,0,0,0,0,1,1,15,-20,-10
306,0,0,0,0,0,0,1,1,15,-20,-15
307,1,0,0,0,0,0,0,1,15,-20,-15
308,0,0,0,0,0,0,1,1,25,-20,-10
309,1,0,0,0,0,1,1,1,15,-20,-15
310,1,0,0,0,0,0,1,1,15,-20,-15
311,0,0,0,0,0,0,1,1,15,-20,-15
312,0,0,0,0,0,0,1,1,20,-20,-15
313,0,0,0,0,0,0,1,1,20,-20,-15
314,0,0,0,0,0,0,0,1,15,-20,-15
315,0,0,0,0,0,0,1,0,15,-20,-15
316,1,0,0,0,0,0,1,1,20,-20,-15
317,0,0,0,0,0,0,1,1,20,-20,-15
318,0,0,0,0,0,0,1,1,15,-20,-15
319,0,0,0,0,0,0,1,1,20,-20,-15
320,0,0,0,0,0,0,1,0,15,-15,-10
321,0,0,0,0,0,0,1,1,20,-15,-10
322,0,0,0,0,0,0,1,1,20,-15,-10
323,1,0,0,0,0,0,1,1,20,-20,-15
324,0,0,0,0,0,0,1,1,15,-20,-15
325,0,0,0,0,0,0,1,1,15,-15,-15
326,0,0,0,0,0,0,1,1,20,-20,-15
327,0,0,0,0,0,0,1,1,15,-20,-15
328,0,0,0,0,0,0,1,1,15,-15,-10
329,1,0,0,0,0,0,0,1,15,-15,-15
330,0,0,0,0,0,0,0,1,15,-15,-10
331,0,0,0,0,0,0,1,1,25,-20,-15
332,0,0,0,0,0,0,0,1,15,-15,-15
333,1,0,0,0,0,1,0,0,15,-15,-10
334,1,0,0,0,0,1,0,1,15,-15,-15
335,1,0,0,0,0,0,1,0,15,-15,-10
336,0,0,0,0,0,1,1,0,15,-15,-10
337,0,0,0,0,0,1,1,0,15,-10,-10
338,0,0,0,0,0,0,1,0,10,-10,-10
339,0,0,0,0,0,0,1,0,15,-10,-10
340,0,0,0,0,0,0,0,0,15,-10,-10
341,0,0,0,0,0,0,1,0,15,-5,-10
342,0,0,0,0,0,0,1,0,15,-5,-10
343,0,0,0,0,0,1,1,0,15,0,-10
344,0,0,0,0,0,1,1,0,15,0,-10
345,0,0,0,0,0,0,1,0,10,5,-10
346,0,0,0,0,0,0,0,0,15,5,-10
347,0,0,0,0,0,0,0,0,15,5,-5
348,0,0,0,0,0,0,0,0,15,5,-10
349,0,0,0,0,0,0,0,1,20,5,-10
350,0,0,0,0,0,0,0,0,15,5,-10
351,0,0,0,0,0,0,0,0,15,5,-10
352,0,0,0,0,0,0,1,0,15,5,-10
353,0,0,0,0,0,0,1,0,10,5,-10
354,0,0,0,0,0,0,1,0,15,5,-10
355,0,0,0,0,0,0,1,0,15,5,-10
356,0,1,0,0,0,0,1,0,10,5,-10
357,0,1,0,0,0,0,0,0,10,5,-10
358,0,1,0,0,0,0,0,0,10,5,-10
359,0,0,0,1,1,0,0,0,10,5,-10
360,0,0,0,1,1,0,0,0,5,5,-10
361,0,0,0,1,1,0,0,0,10,5,-10
362,0,1,0,1,0,0,0,0,5,5,-10
363,0,1,0,0,0,0,0,0,5,0,-15
364,0,1,0,0,0,1,0,0,5,0,-10
365,0,1,0,0,0,0,0,0,5,0,-10
366,0,1,0,0,0,0,0,0,5,-10,-10
367,0,1,0,0,0,0,0,0,-5,-10,-10
368,0,1,0,0,0,0,1,0,-5,-10,-10
369,0,1,0,0,0,0,0,0,5,-10,-10
370,0,1,0,0,0,0,1,0,-5,-10,-10
371,0,1,0,0,0,0,1,0,-5,-10,-10
372,0,1,0,0,0,0,1,0,0,-15,-10
373,0,1,0,0,0,0,1,0,-5,-15,-10
374,0,1,0,0,0,0,1,0,0,-15,-10
375,0,1,0,0,0,0,0,0,5,-15,-10
376,0,1,0,0,0,0,0,0,0,-15,-10
377,0,1,0,0,0,0,0,0,5,-15,-10
378,0,1,0,0,0,0,0,0,5,-15,-10
379,0,1,0,0,0,0,0,0,5,-15,-10
380,0,0,0,0,0,0,0,0,10,-15,-10
381,0,0,0,0,0,0,0,0,5,-15,-15
382,0,0,0,0,0,0,0,0,10,-20,-10
383,0,0,0,0,0,0,0,0,10,-15,-10
384,0,0,0,0,0,1,0,0,10,-15,-10
385,0,0,0,0,0,0,0,0,10,-15,-10
386,0,0,0,0,0,0,0,0,10,-15,-10
387,0,0,0,0,0,0,0,0,15,-15,-10
388,0,0,0,0,0,0,0,0,15,-15,-10
389,0,0,0,0,0,0,0,0,10,-15,-10
390,0,0,0,0,0,0,0,0,10,-15,-10
391,0,0,0,0,0,0,0,0,10,-10,-10
392,0,0,0,0,0,0,1,0,10,-10,-10
393,0,0,0,0,0,0,1,0,10,-10,-10
394,0,0,0,0,0,0,0,0,10,-10,-10
395,0,1,0,0,0,0,1,0,10,-10,-10
396,0,1,0,0,0,0,1,0,10,-10,-10
397,0,0,0,0,0,0,0,0,10,-10,-10
398,0,1,0,0,0,0,1,0,10,-10,-10
399,0,0,0,0,0,0,1,0,10,-10,-10
400,0,0,0,0,0,0,1,0,10,-10,-10
401,0,0,0,0,0,0,1,0,10,-10,-10
402,0,1,0,0,0,0,1,0,5,-10,-10
403,0,1,0,0,0,0,1,0,10,-10,-10
404,0,0,0,0,0,0,0,0,10,-10,-10
405,0,1,0,0,0,0,0,0,10,-10,-10
406,0,1,0,0,0,0,0,0,10,-10,-10
407,0,0,0,0,0,0,0,0,10,-10,-10
408,0,1,0,0,0,0,0,0,10,-10,-10
409,0,1,0,0,0,1,0,0,10,-5,-10
410,0,1,0,0,0,0,0,0,5,-5,-10
411,0,1,0,0,0,0,1,0,5,-5,-10
412,0,1,0,0,0,0,1,0,10,-5,-10
413,0,1,0,0,0,0,0,0,10,0,-10
414,0,0,0,0,0,0,0,0,5,0,-10
415,0,1,0,0,0,0,0,0,5,0,-10
416,0,1,0,0,0,0,0,0,5,0,-10
417,0,0,0,0,0,0,0,0,5,0,-10
418,0,1,0,0,0,0,0,0,10,0,-10
419,0,1,0,0,0,0,0,0,10,0,-10
420,0,1,0,0,0,0,0,0,5,0,-10
421,0,1,0,0,0,0,0,0,10,0,-10
422,0,1,0,0,0,0,1,0,10,0,-5
423,0,1,0,0,0,0,1,0,10,0,-10
424,0,1,0,0,0,0,1,0,10,0,-5
425,0,1,0,0,0,0,1,0,10,0,-10
426,0,1,0,0,0,0,0,0,10,0,-10
427,0,0,0,0,0,1,0,0,10,0,-10
428,0,0,0,0,0,1,1,0,20,0,-10
429,0,0,0,0,0,0,1,0,10,0,-5
430,0,0,0,0,0,0,0,0,15,0,-5
431,0,0,0,0,0,0,1,0,15,0,-5
432,0,0,0,0,0,0,1,0,15,0,-5
433,0,0,0,0,0,0,0,0,15,0,-5
434,0,0,0,0,0,1,0,0,15,0,-5
435,0,0,0,0,0,0,1,0,15,0,-5
436,0,0,0,0,0,1,1,0,15,0,-5
437,0,0,0,0,0,0,0,0,15,0,-5
438,0,0,0,0,0,0,1,0,15,0,-5
439,0,0,0,0,0,0,1,0,15,0,-5
440,0,0,0,0,0,0,1,0,10,0,-10
441,0,0,0,0,0,0,1,0,15,0,-5
442,0,0,0,0,0,0,1,0,15,-5,-5
443,0,0,0,0,0,0,1,0,10,-5,-10
444,0,0,0,0,0,0,1,0,15,-5,-5
445,0,0,0,1,1,0,0,0,15,-5,-5
446,0,0,0,0,1,1,0,0,10,-5,-10
447,0,1,0,1,0,0,0,0,10,-5,-5
448,0,0,0,0,0,0,0,0,10,-5,-10
449,0,0,0,0,0,0,0,0,10,-5,-5
450,0,0,0,0,0,0,0,0,10,-5,-10
451,0,0,0,0,0,0,0,0,15,-5,-5
452,0,1,0,0,0,0,0,0,5,-5,-5
453,0,1,0,0,0,0,0,0,5,-5,-10
454,0,1,0,0,0,0,0,0,0,-5,-10
455,0,1,0,0,0,0,0,0,0,-5,-10
456,0,1,0,0,0,0,0,0,0,-5,-10
457,0,1,0,0,0,0,0,0,5,-5,-10
458,0,1,0,0,0,1,0,0,-10,-5,-10
459,0,1,0,0,0,0,0,0,-10,-5,-10
460,0,1,0,0,0,0,0,0,-10,-5,-10
461,0,1,1,0,0,0,0,0,-10,-5,-10
462,0,1,1,0,0,0,0,0,-5,-5,-10
463,0,1,1,0,0,0,0,0,-5,-5,-10
464,0,1,0,0,0,0,0,0,-10,-5,-10
465,0,1,0,0,0,0,0,0,-10,-5,-10
466,0,1,0,0,0,0,0,0,-5,-5,-10
467,0,1,0,0,0,0,0,0,-5,-5,-10
468,0,1,0,0,0,0,0,0,-10,-5,-10
469,0,1,0,0,0,0,0,0,-5,-5,-10
470,0,1,0,0,0,0,0,0,-10,-5,-10
471,0,1,0,0,0,0,0,0,-10,-5,-10
472,0,0,0,0,0,0,0,0,0,-5,-10
473,0,1,0,0,0,0,0,0,-10,-5,-10
474,0,1,0,0,0,0,0,0,-10,-5,-10
475,0,1,0,0,0,0,0,0,-5,-5,-10
476,0,1,0,0,0,0,0,0,0,-5,-10
477,0,1,0,0,0,0,1,0,10,-10,-10
478,0,1,0,0,0,1,1,0,5,-10,-10
479,0,1,0,0,0,0,1,0,5,-10,-10
480,0,1,0,0,0,0,1,0,10,-10,-10
481,0,0,0,0,0,0,1,0,10,-10,-10
482,0,0,0,0,0,0,1,0,15,-10,-10
483,0,0,0,0,0,0,0,0,10,-10,-10
484,0,0,0,0,0,0,0,0,15,-10,-10
485,0,0,0,0,0,0,0,0,15,-10,-10
486,0,0,0,0,0,0,1,1,20,-10,-10
487,0,0,0,0,0,0,1,0,15,-10,-10
488,0,0,0,0,0,0,1,0,15,-10,-10
489,0,0,0,0,0,0,0,0,15,-10,-10
490,0,0,0,0,0,0,1,0,10,-10,-10
491,0,0,0,0,0,1,1,0,10,-10,-10
492,0,1,0,0,0,0,1,0,5,-10,-10
493,0,1,0,0,0,1,1,0,5,-10,-10
494,0,1,0,0,0,0,0,0,5,-10,-10
495,0,1,0,0,0,1,0,0,5,-10,-10
496,0,1,0,0,0,0,0,0,0,-10,-10
497,0,1,0,0,0,0,0,0,0,-10,-10
498,0,1,0,0,0,0,0,0,5,-10,-10
499,0,1,0,0,0,0,0,0,-5,-10,-10
500,0,1,0,0,0,0,0,0,-5,-10,-10
501,0,1,0,0,0,0,0,0,-5,-10,-10
502,0,1,0,0,0,1,0,0,0,-10,-10
503,0,1,0,0,0,0,0,0,0,-5,-10
504,0,1,0,0,0,0,0,0,-5,-5,-10
505,0,1,0,0,0,0,0,0,-5,-5,-10
